Iteration	Y	var_1
1.0	1506.5352946536404	-0.1100995031994465
2.0	2215.3764867895957	-0.5427645126453866
3.0	1509.469262137224	-0.11246520264865723
4.0	2806.391160021719	2.745814120568898
5.0	1070.3975786625094	0.6999859491796308
6.0	45547.57191073249	-4.605170185988091
7.0	4053.1189488131463	4.605170185988092
8.0	1424.4933592244633	1.3986514496319293
9.0	1100.0263736806942	0.41836549430497794
10.0	3645.1417386235726	3.7712595620903775
11.0	8102.186257703419	-1.9395462704276403
12.0	1159.5295721597925	1.0019405679097195
13.0	2002.7787800243177	1.988225393420147
14.0	3304.710677653076	3.296849791690991
15.0	18681.711179977734	-2.834272221155937
16.0	1199.2789872990375	0.2149045413608821
17.0	3731.236722165406	-1.1185969337788086
18.0	1095.7054702738903	0.8333566711592404
19.0	1070.0540522194585	0.5624205135100677
20.0	2372.633528887608	2.3297981586034995
21.0	3584.884973117314	-1.0736438008145766
22.0	18816.999078627057	-2.8437260979221968
23.0	1703.1193952334	-0.2535937291189301
24.0	4789.51712647893	-1.3966563923524258
25.0	5537.2078275211825	-1.5530396774650512
26.0	3511.3011926321487	3.5704494660770267
27.0	1246.676078709524	1.1581451314392472
28.0	12377.861595989209	-2.359975893643188
29.0	3609.2726902600434	3.715199487118359
30.0	1956.9763411612385	-0.4078555323078419
31.0	32427.99075925393	-3.725964977356419
32.0	21591.496213281607	-3.033284166756596
33.0	1090.5571120847335	0.8138769699501722
34.0	10953.921874713682	-2.2359013958117835
35.0	1467.7208484838347	-0.0779866822889641
36.0	2148.2359779040453	2.1228239854181874
37.0	4875.855629856438	-1.416185759287441
38.0	21878.435405504504	-3.0524500714376894
