Iteration	Y	var_1
1.0	3699.882421573832	5.0946437091297625
2.0	1369.0249294801465	0.16592184981342997
3.0	1521.7074739375767	2.270951470476085
4.0	2892.8482829425193	4.1339814898007985
5.0	3959.8878506860233	5.403370360708551
6.0	1075.8507518491108	1.0982604967027332
7.0	7276.999397638828	10.0
8.0	1067.5013010538564	0.8857590383933379
9.0	1071.3486400551292	1.05088387117717
10.0	1182.1074943624694	1.5522690040915545
11.0	5979.345319625774	7.97565139924235
12.0	1099.6083262433108	0.6488844068579523
13.0	2015.57364071384	3.018548420411704
14.0	6491.792738852284	8.723687772505038
15.0	2393.6245185975413	3.517068352837846
16.0	5660.9991505800635	7.536651739462403
17.0	5475.451866227251	7.288396347375327
18.0	7235.646082165291	9.927970306501365
19.0	2849.1038163846833	4.081057843401497
20.0	1219.639312886547	1.6551517870487331
21.0	1097.4221361060795	1.2400239350591522
22.0	1185.6614896359579	0.4184121176416141
23.0	1248.2238816098516	1.7267139818536656
24.0	1353.1302478906464	1.957855324892627
25.0	6088.656202543145	8.130624567175223
26.0	1212.4933054841072	1.6364396326370214
27.0	3324.5793508800307	4.650045416451982
28.0	3184.555660770986	4.483606858494935
29.0	6001.907826108242	8.007451257800128
30.0	1357.0601091203112	0.17841018072835066
31.0	4721.460744302569	6.325353228845983
32.0	6995.6027559328995	9.521312296062913
33.0	4449.102888852716	5.99138357935057
34.0	5583.488947698488	7.432311098016487
35.0	6264.718569245522	8.38526902916574
36.0	6775.664517598044	9.164496633210833
