Iteration	Y	var_1
1.0	1555.9154503894292	-4.819932875808251
2.0	1472.8279700698613	-2.646599452028523
3.0	1659.447331322314	0.9152569039947114
4.0	1494.6468308584977	-2.929485616816134
5.0	1557.447434470182	-4.962300057287983
6.0	1401.9266135898672	-2.0144921946471013
7.0	1321.8868184746625	-1.5258110126597575
8.0	1242.7761582579096	-1.1344320607561191
9.0	1175.04016268547	-0.8220745503069223
10.0	1124.9453632772966	-0.5771870478598127
11.0	1567.5491441233964	-11.512925464970229
12.0	1094.482012541848	-0.3991776702929749
13.0	1567.2162742154467	-8.342155487696182
14.0	1077.6650927827477	-0.26720782410071625
15.0	1069.50454275713	-0.16618093415495505
16.0	1567.4923068514968	-9.924394618773663
17.0	1565.9346872652657	-6.795926401242143
18.0	1066.6472599956107	-0.07727621599174746
19.0	7236.241748466505	2.295460126647471
20.0	1567.5345030483065	-10.81792996402817
21.0	1095.9550232206743	0.20890145830148477
22.0	1566.7971594101966	-7.550501787928379
23.0	1563.779403566377	-5.951160692199833
24.0	1567.4066417919116	-9.136146419693874
25.0	1537.30156062592	-3.8485252644412675
26.0	1072.0483284318534	0.057658231104399604
27.0	1206.5184167696912	0.48273822438869374
28.0	1567.5439697989457	-11.209333467451843
29.0	1557.744681826656	-4.992386286717835
30.0	1448.8681801955393	-2.3971979154644707
31.0	1567.287844560195	-8.57286863398686
32.0	1561.0102979382727	-5.39960388094197
33.0	1124.688816590855	-0.5758321731545735
