Iteration	Y	var_1
1.0	1142.7264684093316	-7.686822272668994
2.0	1072.5870976100193	-1.511647278172438
3.0	1135.6259600332041	0.3494847710873952
4.0	1109.9546811933142	0.08449313945878067
5.0	1163.1895457067872	0.5692683719295779
6.0	1066.8408440299982	-1.0489054276580263
7.0	1114.518505935822	-3.062418984148559
8.0	1069.6430847103616	-0.7134604262558889
9.0	1143.0747506074074	-11.512925464970229
10.0	1139.0028511833787	-5.2195594103792775
11.0	1066.834730401688	-1.045183684240887
12.0	1143.0298356625344	-9.599695561833355
13.0	1141.852151454786	-6.44020184038334
14.0	1090.077256339929	-2.1587647285521507
15.0	1066.9385673952415	-0.9512889210036626
16.0	1143.0643203129814	-10.66246498167128
17.0	1131.6096744632016	-4.126495035083837
18.0	1067.5432171511238	-1.1829511574969391
19.0	1142.946729281115	-8.652400743614821
20.0	1114.1462972403888	-3.0458601313542584
21.0	1143.0737237874218	-11.388957620781689
22.0	1142.7771421101152	-7.840726868186477
23.0	1142.7388132449353	-7.722201545419581
24.0	1122.4194205190383	-3.459540645677828
25.0	1142.6902622939156	-7.589707204198199
26.0	1141.5097737397773	-6.192079700506324
27.0	1134.13486897341	0.33596804489406296
28.0	1074.4999144589597	-1.5974382335081447
29.0	1098.5298056292713	-2.4451649090001606
30.0	1143.0483651405216	-10.033133045947093
31.0	1142.8509937291483	-8.11813144332731
