Iteration	Y	var_1
1.0	1774.1332974869733	24.448526676078732
2.0	2093.600512979413	56.21042877967508
3.0	1951.1940237905492	38.73144630498407
4.0	2024.6593433823155	46.911303073687414
5.0	2102.542071590395	57.5497292532888
6.0	22769.510420476658	0.01
7.0	2309.383408371551	100.0
8.0	2238.2882502352727	82.54753532304889
9.0	1844.1563764486978	29.328441488076844
10.0	2187.022418089037	71.97860711714758
11.0	2280.3770122002934	92.44850965567326
12.0	1801.122287612016	26.226431053495542
13.0	2148.521159384807	64.98241455965379
14.0	1790.5624377060274	25.516180355835253
15.0	1722.0291229756735	21.34229235791703
16.0	1904.098618654461	34.26800585201906
17.0	1675.5806480627675	18.895945538004682
18.0	1630.5557866877148	16.778954614554156
19.0	2213.5380162119445	77.25434151157195
20.0	1587.6702741019117	14.968429202995237
21.0	2261.2762802205207	87.80784803171017
22.0	1991.3290447420766	43.000558572985256
23.0	1546.0292937401775	13.381177988086554
24.0	2297.9004232903753	96.93504086409301
25.0	1506.047540757154	11.998417748550818
26.0	2058.001591299365	51.19145808788741
27.0	1470.2361152145154	10.865321771212765
28.0	2167.5605086719806	68.34829920938728
29.0	1431.35914475334	9.736607262610308
30.0	1405.1681431466045	9.030271668538743
31.0	1415.5987042497406	9.306624544865429
32.0	2126.882094548459	61.36674121397946
