Iteration	Y	var_1
1.0	3573.3710299608965	0.02763195366066006
2.0	1999.4778399538666	2.20368138467995
3.0	1863.0243229176253	0.46673304189264625
4.0	1811.4533157233886	1.037122887778611
5.0	2442.1639792988353	0.03938030214230542
6.0	1811.4533157490473	1.037122888691242
7.0	1811.2839085489884	1.0306453442221932
8.0	1866.1070244680734	0.4786318196509502
9.0	1810.97630811922	1.014572159527932
10.0	1810.836472869129	0.9989097003033506
11.0	1518.2184395333497	0.05996495403057465
12.0	1228.4511407445282	0.0755772409632612
13.0	1102.7330433504944	0.091337363655685
14.0	1071.275202571272	0.11685642563618488
15.0	1148.9471878441182	0.1468939025660327
16.0	1298.134699535115	0.1851189312552564
17.0	1468.411623677082	0.22962481368524038
18.0	1627.6269024183373	0.2813405950664162
19.0	1099.0692632877308	0.13094280961203955
20.0	2117.9485936782567	2.911079135024756
21.0	1773.0300915656283	0.35387207849780683
22.0	1899.5910443443265	1.676142764669708
23.0	1218.551795997762	0.16531697393455913
24.0	2061.546186631971	2.5569133221553297
25.0	1843.286375893831	1.3539549153208634
26.0	1068.4455831752155	0.1047424622772948
27.0	1835.09711713467	0.7409353048380044
28.0	1949.394600531631	1.936859707804422
29.0	2030.944230580392	2.3788453271555667
30.0	2090.315164453944	2.7328315059010686
31.0	1822.2827316370585	1.1931551823318753
32.0	1869.481515728733	1.512104591186906
33.0	1816.1708516705035	0.8730249174112665
34.0	1382.4336066284384	0.2064044411749673
