Iteration	Y	var_1
1.0	7403.310185777258	-2.7717785607266685
2.0	1394.8617305348787	-0.4236900464298916
3.0	1169.2795578747182	0.006241209468003106
4.0	15039.818976428112	-3.8490539538470374
5.0	4384.295479024744	-2.0571217349005617
6.0	2309.3834083715537	4.605170185988092
7.0	1497.907693126726	2.4623631904191234
8.0	1112.6879795060054	1.1366453570961563
9.0	1066.6778390372458	0.6387634199281244
10.0	1912.6721738706105	3.556486996613862
11.0	1232.220490883401	1.6538683083119388
12.0	1079.0856989883437	0.4054204015899838
13.0	1076.3514752255626	0.857996400425443
14.0	1692.0607161518028	2.982225147087007
15.0	1989.8374163605001	-1.0014970867171002
16.0	2077.0594200355354	3.9856015375171134
17.0	12441.536460976444	-3.5438409469185492
18.0	3553.0590318161017	-1.7806861698945657
19.0	1992.4626859041127	3.764170271948575
20.0	3540.8379058249	-1.7761731676876966
21.0	13256.375229436106	-3.6441888403432454
22.0	16986.741260623174	-4.054745532090415
23.0	1075.0679143826446	0.4456974098868942
24.0	1473.9395614070481	2.395909975337913
25.0	1066.9636296101842	0.6751736230422889
26.0	6030.184654436578	-2.4859001609515223
27.0	2030.8535191862074	-1.0306593465320266
28.0	6559.743146621592	-2.602098386740651
29.0	1300.4492093134563	1.8831652467185913
30.0	1371.9845114702762	-0.3908833500346365
