Iteration	Y	var_1
1.0	3298.8388423763913	26.83160444996636
2.0	3826.7286021434293	59.61513382439934
3.0	1068.023956781494	1.8008452261901742
4.0	2920.249601258985	17.502612910270738
5.0	3923.518494507245	72.74310147461769
6.0	1078.8906290146986	1.6505389301555096
7.0	1497.6926549483032	4.408896950527041
8.0	45547.57191073251	0.01
9.0	1296.4914455126166	3.429827083180074
10.0	1737.6281301875706	5.668540061317263
11.0	1950.1001785359258	6.9517006898015925
12.0	2144.887507135417	8.328961344636232
13.0	2316.672024849204	9.757252158200219
14.0	2468.3534758297333	11.234629016888434
15.0	2602.090457485025	12.75100459430523
16.0	2722.691371223521	14.333362729892881
17.0	2828.299086030669	15.92546238602401
18.0	3005.635236623963	19.15844951411271
19.0	3081.746007304345	20.819127074996263
20.0	3150.4602914823104	22.494890158816535
21.0	3217.1027698572443	24.307829211467674
22.0	3347.4618207927033	28.517921287672333
23.0	3393.2563681099973	30.25329983915238
24.0	3435.2872009574903	31.988468267834296
25.0	3474.1922070903593	33.73170555142285
26.0	3510.3034735136584	35.48223939820956
27.0	3543.9299791093717	37.240558592403616
28.0	3575.3295958783538	39.00678836476163
29.0	3604.735692971143	40.78172641409916
30.0	3632.340672316648	42.56558172069616
31.0	3259.1409857011113	25.56075606632899
32.0	3659.333033030699	44.4314476672695
33.0	3684.643602191586	46.30142523171208
34.0	3708.484234657991	48.180012524070904
35.0	3730.9958217456233	50.0683743760385
36.0	3752.2900231788767	51.96662169189272
37.0	3772.4779418743246	53.87602261040613
