Iteration	Y	var_1
1.0	1930.4550009857142	0.608674687350323
2.0	2585.036633729749	-3.2847397141353163
3.0	13487.620150890241	-10.608970137422357
4.0	13401.397818540927	-9.022999313452331
5.0	1868.3837630832509	-0.5669518234764439
6.0	1216.1168968325046	-1.8036227266955318
7.0	1338.1717250181027	-1.6341706461397851
8.0	1090.5238500497412	-2.059515525182302
9.0	1078.8455562313616	-2.3198605203948146
10.0	2131.149796786869	1.0986122886681098
11.0	10969.154200626706	-5.718660751875461
12.0	1213.2141613515528	-2.565611835799629
13.0	1811.0734369334334	0.020440315216738725
14.0	13500.723403975506	-11.493036476109305
15.0	6397.127422000171	-4.306953515716772
16.0	1066.809294957438	-2.1986192100365507
17.0	12944.387175243028	-7.345788983493737
18.0	1732.6060434518267	-1.1118252802247177
19.0	11639.85424017491	-6.069388996308216
20.0	13239.34984819351	-8.100254737774803
21.0	5960.670684110378	-4.199543323252837
22.0	1848.9632047807725	-0.39581343516794476
23.0	1971.6252507140357	0.7197938980155492
24.0	1865.2701223818826	-0.7443386489647406
25.0	8582.701797216523	-4.878345433074283
26.0	7028.638402900933	-4.464405671809045
27.0	13410.522632370778	-9.11132147356326
28.0	1817.5744807933195	0.1341180542858993
29.0	1836.5028583683495	-0.30975334639148144
30.0	1473.4969517831696	-1.4650302200082361
31.0	13038.161284724882	-7.532610101178925
32.0	8848.844879859253	-4.955632048996112
33.0	13442.457312022778	-9.500527633883797
34.0	1870.9002185295933	-0.6288713377615149
35.0	11275.086150219202	-5.867402337221149
36.0	2047.4249295660925	0.9056509913692938
37.0	10282.490207338607	-5.431800985044949
38.0	1242.6449987778633	-1.7639989870249586
39.0	12470.299883659336	-6.7085073402212725
40.0	13095.16577708409	-7.664729310656845
41.0	2390.9284196006884	-3.2158926860238584
