Iteration	Y	var_1
1.0	1166.5937570940387	1.8096306953267933
2.0	1130.5659076887664	1.3536458487110956
3.0	1160.3102993580712	1.7308398708027197
4.0	1233.046572467156	2.65481824646575
5.0	1068.0649773429923	0.2904968749208264
6.0	1143.0747506074074	1e-05
7.0	1072.7489716962614	0.5575777991182318
8.0	1067.0679309032923	0.39711079084828843
9.0	1093.3853485651025	0.8701019992292104
10.0	1066.8590754166482	0.37633950201054045
11.0	1257.8995388609637	3.0
12.0	1066.9811879817494	0.33431287001155713
13.0	1080.6701034312878	0.6904425157163594
14.0	1109.9485423377648	1.0880857442907996
15.0	1201.355396810408	2.24488951901637
16.0	1068.6490059885605	0.46266580899744086
17.0	1073.6259871175685	0.21027714194627362
18.0	1143.1641558386586	1.514322976661247
19.0	1185.539303884279	2.0463960704176913
20.0	1085.5937196726077	0.13430125377318725
21.0	1067.5869208520935	0.42511115220184653
22.0	1086.3531868326854	0.7733299838386549
23.0	1066.8283722317988	0.35320739706258547
24.0	1218.085215330093	2.458360026847263
25.0	1119.2545503597244	1.208359410032603
26.0	1119.9143088474784	1.2168584366249346
27.0	1131.9927316609837	1.37190717061585
28.0	1149.0032807943803	1.5883368828299382
29.0	1177.6481549915457	1.9478213069941896
30.0	1133.3557824279064	1.3893378350436563
31.0	1167.986058294852	1.8270594013450323
32.0	1086.742903055832	0.12916745322025489
33.0	1066.8132375686341	0.3614166082888493
34.0	1162.0275344388579	1.7523973433285507
35.0	1173.5814522146925	1.8970227784519047
36.0	1208.7579456208584	2.3387308516199643
